dep_date,airline,dep_time,duration,arr_time,price,source,destination,dateofbooking,stops
17/02/2022,SpiceJet ,06:20,2h 20m,08:40,"6,543",DEL,BOM,13/02/2022,
17/02/2022,Go First ,02:00,2h 15m,04:15,"5,954",DEL,BOM,13/02/2022,
17/02/2022,IndiGo ,08:45,2h 20m,11:05,"6,165",DEL,BOM,13/02/2022,
17/02/2022,IndiGo ,09:30,2h 30m,12:00,"5,955",DEL,BOM,13/02/2022,
17/02/2022,AirAsia India ,22:55,2h 05m,01:00,"5,000",BOM,DEL,13/02/2022,
17/02/2022,Go First ,16:30,2h 05m,18:35,"5,942",BOM,DEL,13/02/2022,
17/02/2022,Air India ,21:30,2h 15m,23:45,"5,943",BOM,DEL,13/02/2022,
17/02/2022,Air India ,16:00,2h 15m,18:15,"5,943",BOM,DEL,13/02/2022,
17/02/2022,Air India ,19:00,2h 15m,21:15,"5,943",BOM,DEL,13/02/2022,
17/02/2022,Go First ,18:00,2h 10m,20:10,"5,942",BOM,DEL,13/02/2022,
17/02/2022,Go First ,22:40,2h 10m,00:50,"5,942",BOM,DEL,13/02/2022,
17/02/2022,SpiceJet ,21:45,2h 10m,23:55,"6,540",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,17:35,2h 10m,19:45,"6,249",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,18:30,2h 10m,20:40,"6,249",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,22:45,2h 10m,00:55,"6,249",BOM,DEL,13/02/2022,
17/02/2022,Go First ,21:15,2h 15m,23:30,"5,942",BOM,DEL,13/02/2022,
17/02/2022,Go First ,23:45,2h 15m,02:00,"5,942",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,21:55,2h 15m,00:10,"6,249",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,20:55,2h 05m,23:00,"6,693",BOM,DEL,13/02/2022,
17/02/2022,Air India ,18:00,2h 25m,20:25,"5,943",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,15:45,2h 20m,18:05,"6,249",BOM,DEL,13/02/2022,
17/02/2022,Vistara ,19:45,2h 10m,21:55,"6,693",BOM,DEL,13/02/2022,
17/02/2022,SpiceJet ,19:25,2h 25m,21:50,"6,540",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,08:30,1h 55m,10:25,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Air India ,07:00,2h 10m,09:10,"5,943",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,07:45,2h 05m,09:50,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Go First ,12:30,2h 05m,14:35,"5,942",BOM,DEL,13/02/2022,
18/02/2022,Go First ,14:30,2h 05m,16:35,"5,942",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,06:00,2h 05m,08:05,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,06:30,2h 05m,08:35,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,12:25,2h 05m,14:30,"6,249",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,09:20,2h 10m,11:30,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Air India ,08:00,2h 15m,10:15,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Go First ,06:00,2h 10m,08:10,"5,942",BOM,DEL,13/02/2022,
18/02/2022,Go First ,08:00,2h 10m,10:10,"5,942",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,07:30,2h 10m,09:40,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,11:55,2h 10m,14:05,"6,249",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,11:45,2h 15m,14:00,"5,943",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,07:05,2h 15m,09:20,"5,943",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,10:05,2h 10m,12:15,"6,153",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,13:40,2h 10m,15:50,"6,153",BOM,DEL,13/02/2022,
18/02/2022,Go First ,09:55,2h 15m,12:10,"5,942",BOM,DEL,13/02/2022,
18/02/2022,Go First ,12:15,2h 15m,14:30,"5,942",BOM,DEL,13/02/2022,
18/02/2022,Air India ,18:00,2h,20:00,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Go First ,15:30,2h 05m,17:35,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Go First ,17:00,2h 05m,19:05,"5,954",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,17:15,2h 10m,19:25,"5,955",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,23:35,2h 10m,01:45,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Air India ,19:00,2h 15m,21:15,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Go First ,22:30,2h 10m,00:40,"5,954",DEL,BOM,13/02/2022,
18/02/2022,SpiceJet ,18:55,2h 10m,21:05,"6,543",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,15:30,2h 10m,17:40,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,20:40,2h 10m,22:50,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,21:40,2h 10m,23:50,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Go First ,15:00,2h 15m,17:15,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Go First ,19:40,2h 15m,21:55,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Go First ,21:00,2h 15m,23:15,"5,954",DEL,BOM,13/02/2022,
18/02/2022,AirAsia India ,20:00,2h 15m,22:15,"5,956",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,18:40,2h 10m,20:50,"6,165",DEL,BOM,13/02/2022,
18/02/2022,Air India ,20:00,2h 10m,22:10,"6,375",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,19:00,2h 15m,21:15,"6,372",DEL,BOM,13/02/2022,
18/02/2022,Go First ,18:05,2h 20m,20:25,"5,954",DEL,BOM,13/02/2022,
18/02/2022,SpiceJet ,19:45,2h 20m,22:05,"6,543",DEL,BOM,13/02/2022,
18/02/2022,Air India ,07:00,2h 05m,09:05,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Air India ,10:40,2h 10m,12:50,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Air India ,08:00,2h 10m,10:10,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Go First ,13:30,2h 05m,15:35,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,09:30,2h 05m,11:35,"6,261",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,07:15,2h 10m,09:25,"5,955",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,06:30,2h 10m,08:40,"5,955",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,12:00,2h 10m,14:10,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Air India ,09:00,2h 15m,11:15,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Go First ,07:00,2h 10m,09:10,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Go First ,08:00,2h 10m,10:10,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,05:45,2h 10m,07:55,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,12:50,2h 10m,15:00,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,14:20,2h 10m,16:30,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Go First ,14:20,2h 15m,16:35,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Go First ,15:00,2h 15m,17:15,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,07:30,2h 15m,09:45,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,10:20,2h 15m,12:35,"6,261",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,08:45,2h 20m,11:05,"5,955",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,10:45,2h 20m,13:05,"5,955",DEL,BOM,13/02/2022,
18/02/2022,Go First ,10:30,2h 20m,12:50,"5,954",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,14:20,2h 15m,16:35,"6,165",DEL,BOM,13/02/2022,
18/02/2022,Go First ,02:00,2h 15m,04:15,"5,954",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,08:50,2h 20m,11:10,"6,261",DEL,BOM,13/02/2022,
18/02/2022,Vistara ,11:40,2h 20m,14:00,"6,261",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,09:30,2h 30m,12:00,"5,955",DEL,BOM,13/02/2022,
18/02/2022,IndiGo ,17:15,2h 05m,19:20,"5,943",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,20:30,2h 05m,22:35,"5,943",BOM,DEL,13/02/2022,
18/02/2022,IndiGo ,18:30,2h 05m,20:35,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,20:55,2h 05m,23:00,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Air India ,21:30,2h 15m,23:45,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Air India ,16:00,2h 15m,18:15,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Air India ,19:00,2h 15m,21:15,"5,943",BOM,DEL,13/02/2022,
18/02/2022,SpiceJet ,21:45,2h 10m,23:55,"6,540",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,17:35,2h 10m,19:45,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,19:45,2h 10m,21:55,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,22:45,2h 10m,00:55,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,18:30,2h 10m,20:40,"6,360",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,21:55,2h 15m,00:10,"6,249",BOM,DEL,13/02/2022,
18/02/2022,Air India ,18:00,2h 25m,20:25,"5,943",BOM,DEL,13/02/2022,
18/02/2022,Vistara ,15:45,2h 20m,18:05,"6,249",BOM,DEL,13/02/2022,
18/02/2022,SpiceJet ,19:25,2h 25m,21:50,"6,540",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,08:30,1h 55m,10:25,"6,153",BOM,DEL,13/02/2022,
19/02/2022,Go First ,12:30,2h 05m,14:35,"5,835",BOM,DEL,13/02/2022,
19/02/2022,Go First ,14:30,2h 05m,16:35,"5,835",BOM,DEL,13/02/2022,
19/02/2022,Air India ,07:00,2h 10m,09:10,"5,943",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,07:45,2h 05m,09:50,"5,943",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,06:00,2h 05m,08:05,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,12:25,2h 05m,14:30,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Go First ,06:00,2h 10m,08:10,"5,835",BOM,DEL,13/02/2022,
19/02/2022,Go First ,08:00,2h 10m,10:10,"5,835",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,09:20,2h 10m,11:30,"5,943",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,06:30,2h 05m,08:35,"6,360",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,07:30,2h 10m,09:40,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,11:55,2h 10m,14:05,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Go First ,09:55,2h 15m,12:10,"5,835",BOM,DEL,13/02/2022,
19/02/2022,Go First ,12:15,2h 15m,14:30,"5,835",BOM,DEL,13/02/2022,
19/02/2022,Go First ,13:30,2h 15m,15:45,"5,835",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,11:45,2h 15m,14:00,"5,943",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,13:40,2h 10m,15:50,"6,153",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,10:05,2h 10m,12:15,"6,153",BOM,DEL,13/02/2022,
19/02/2022,SpiceJet ,07:20,2h 15m,09:35,"6,540",BOM,DEL,13/02/2022,
19/02/2022,Air India ,18:00,2h,20:00,"5,955",DEL,BOM,13/02/2022,
19/02/2022,Go First ,15:30,2h 05m,17:35,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,17:00,2h 05m,19:05,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,22:30,2h 10m,00:40,"5,846",DEL,BOM,13/02/2022,
19/02/2022,IndiGo ,18:40,2h 10m,20:50,"5,955",DEL,BOM,13/02/2022,
19/02/2022,IndiGo ,23:35,2h 10m,01:45,"5,955",DEL,BOM,13/02/2022,
19/02/2022,Air India ,19:00,2h 15m,21:15,"5,955",DEL,BOM,13/02/2022,
19/02/2022,SpiceJet ,18:55,2h 10m,21:05,"6,543",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,15:30,2h 10m,17:40,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,19:50,2h 10m,22:00,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,20:40,2h 10m,22:50,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,21:40,2h 10m,23:50,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Go First ,15:00,2h 15m,17:15,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,19:40,2h 15m,21:55,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,21:00,2h 15m,23:15,"5,846",DEL,BOM,13/02/2022,
19/02/2022,IndiGo ,21:15,2h 15m,23:30,"5,955",DEL,BOM,13/02/2022,
19/02/2022,AirAsia India ,20:00,2h 15m,22:15,"5,956",DEL,BOM,13/02/2022,
19/02/2022,IndiGo ,17:15,2h 10m,19:25,"6,165",DEL,BOM,13/02/2022,
19/02/2022,Air India ,20:00,2h 10m,22:10,"6,375",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,19:00,2h 15m,21:15,"6,261",DEL,BOM,13/02/2022,
19/02/2022,AirAsia India ,04:25,2h 10m,06:35,"5,000",DEL,BOM,13/02/2022,
19/02/2022,Air India ,07:00,2h 05m,09:05,"5,955",DEL,BOM,13/02/2022,
19/02/2022,Go First ,13:30,2h 05m,15:35,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Air India ,10:40,2h 10m,12:50,"5,955",DEL,BOM,13/02/2022,
19/02/2022,Air India ,08:00,2h 10m,10:10,"5,955",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,09:30,2h 05m,11:35,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Go First ,07:00,2h 10m,09:10,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,08:00,2h 10m,10:10,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Air India ,09:00,2h 15m,11:15,"5,955",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,05:45,2h 10m,07:55,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,12:50,2h 10m,15:00,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,14:20,2h 10m,16:30,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Go First ,14:20,2h 15m,16:35,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,15:00,2h 15m,17:15,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,07:30,2h 15m,09:45,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,10:20,2h 15m,12:35,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Go First ,10:30,2h 20m,12:50,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Go First ,02:00,2h 15m,04:15,"5,846",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,08:50,2h 20m,11:10,"6,261",DEL,BOM,13/02/2022,
19/02/2022,Vistara ,11:40,2h 20m,14:00,"6,261",DEL,BOM,13/02/2022,
19/02/2022,IndiGo ,17:15,2h 05m,19:20,"5,943",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,18:30,2h 05m,20:35,"5,943",BOM,DEL,13/02/2022,
19/02/2022,IndiGo ,20:30,2h 05m,22:35,"5,943",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,20:55,2h 05m,23:00,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Air India ,21:30,2h 15m,23:45,"5,943",BOM,DEL,13/02/2022,
19/02/2022,Air India ,16:00,2h 15m,18:15,"5,943",BOM,DEL,13/02/2022,
19/02/2022,Air India ,19:00,2h 15m,21:15,"5,943",BOM,DEL,13/02/2022,
19/02/2022,SpiceJet ,21:45,2h 10m,23:55,"6,540",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,17:35,2h 10m,19:45,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,18:30,2h 10m,20:40,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,19:45,2h 10m,21:55,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,22:45,2h 10m,00:55,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,21:55,2h 15m,00:10,"6,249",BOM,DEL,13/02/2022,
19/02/2022,Air India ,18:00,2h 25m,20:25,"5,943",BOM,DEL,13/02/2022,
19/02/2022,Vistara ,15:45,2h 20m,18:05,"6,249",BOM,DEL,13/02/2022,
19/02/2022,SpiceJet ,19:25,2h 25m,21:50,"6,540",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,07:45,2h 05m,09:50,"2,235",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,06:30,2h 05m,08:35,"2,496",BOM,DEL,13/02/2022,
20/02/2022,AirAsia India ,07:20,2h 10m,09:30,"2,211",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,09:20,2h 10m,11:30,"2,235",BOM,DEL,13/02/2022,
20/02/2022,Air India ,07:00,2h 10m,09:10,"2,464",BOM,DEL,13/02/2022,
20/02/2022,Go First ,12:30,2h 05m,14:35,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Go First ,14:30,2h 05m,16:35,"2,339",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,07:05,2h 15m,09:20,"2,235",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,10:05,2h 10m,12:15,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Go First ,08:00,2h 10m,10:10,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Air India ,08:00,2h 15m,10:15,"2,464",BOM,DEL,13/02/2022,
20/02/2022,Air India ,10:00,2h 15m,12:15,"2,464",BOM,DEL,13/02/2022,
20/02/2022,Go First ,12:15,2h 15m,14:30,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Go First ,13:30,2h 15m,15:45,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,12:25,2h 05m,14:30,"2,744",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,08:30,1h 55m,10:25,"2,738",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,11:55,2h 10m,14:05,"2,744",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,10:25,2h 15m,12:40,"2,744",BOM,DEL,13/02/2022,
20/02/2022,SpiceJet ,07:20,2h 15m,09:35,"2,614",BOM,DEL,13/02/2022,
20/02/2022,SpiceJet ,10:15,2h 15m,12:30,"2,614",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,13:40,2h 10m,15:50,"2,738",BOM,DEL,13/02/2022,
20/02/2022,Go First ,06:00,2h 10m,08:10,"2,748",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,11:45,2h 15m,14:00,"2,738",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,14:40,2h 15m,16:55,"2,965",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,07:30,2h 10m,09:40,"3,166",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,08:45,2h 15m,11:00,"3,166",BOM,DEL,13/02/2022,
20/02/2022,Go First ,09:55,2h 15m,12:10,"4,627",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,23:35,2h 10m,01:45,"2,410",DEL,BOM,13/02/2022,
20/02/2022,Go First ,17:00,2h 05m,19:05,"2,790",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,15:30,2h 10m,17:40,"3,045",DEL,BOM,13/02/2022,
20/02/2022,Air India ,18:00,2h,20:00,"3,211",DEL,BOM,13/02/2022,
20/02/2022,Go First ,15:00,2h 15m,17:15,"2,790",DEL,BOM,13/02/2022,
20/02/2022,Go First ,19:40,2h 15m,21:55,"2,790",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,20:40,2h 10m,22:50,"3,141",DEL,BOM,13/02/2022,
20/02/2022,Go First ,18:05,2h 20m,20:25,"2,790",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,17:15,2h 10m,19:25,"3,001",DEL,BOM,13/02/2022,
20/02/2022,Go First ,15:30,2h 05m,17:35,"3,088",DEL,BOM,13/02/2022,
20/02/2022,Go First ,22:30,2h 10m,00:40,"3,088",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,19:00,2h 15m,21:15,"3,246",DEL,BOM,13/02/2022,
20/02/2022,AirAsia India ,20:00,2h 15m,22:15,"3,051",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,19:50,2h 10m,22:00,"3,378",DEL,BOM,13/02/2022,
20/02/2022,Go First ,21:00,2h 15m,23:15,"3,088",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,16:45,2h 20m,19:05,"3,246",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,17:45,2h 20m,20:05,"3,246",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,18:40,2h 10m,20:50,"3,570",DEL,BOM,13/02/2022,
20/02/2022,Air India ,19:00,2h 15m,21:15,"3,736",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,21:15,2h 15m,23:30,"3,570",DEL,BOM,13/02/2022,
20/02/2022,Air India ,20:00,2h 10m,22:10,"4,156",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,06:30,2h 10m,08:40,"2,170",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,07:15,2h 10m,09:25,"2,170",DEL,BOM,13/02/2022,
20/02/2022,Air India ,07:00,2h 05m,09:05,"2,476",DEL,BOM,13/02/2022,
20/02/2022,Air India ,10:40,2h 10m,12:50,"2,476",DEL,BOM,13/02/2022,
20/02/2022,AirAsia India ,04:25,2h 10m,06:35,"2,155",DEL,BOM,13/02/2022,
20/02/2022,Air India ,08:00,2h 10m,10:10,"2,476",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,08:45,2h 20m,11:05,"2,170",DEL,BOM,13/02/2022,
20/02/2022,Air India ,09:00,2h 15m,11:15,"2,476",DEL,BOM,13/02/2022,
20/02/2022,Go First ,07:00,2h 10m,09:10,"2,410",DEL,BOM,13/02/2022,
20/02/2022,Go First ,08:00,2h 10m,10:10,"2,410",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,09:30,2h 05m,11:35,"2,823",DEL,BOM,13/02/2022,
20/02/2022,Go First ,10:30,2h 20m,12:50,"2,410",DEL,BOM,13/02/2022,
20/02/2022,Go First ,02:00,2h 15m,04:15,"2,410",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,12:50,2h 10m,15:00,"2,823",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,10:20,2h 15m,12:35,"2,823",DEL,BOM,13/02/2022,
20/02/2022,SpiceJet ,07:20,2h 15m,09:35,"2,621",DEL,BOM,13/02/2022,
20/02/2022,Go First ,13:30,2h 05m,15:35,"2,790",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,09:30,2h 30m,12:00,"2,410",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,11:40,2h 20m,14:00,"2,823",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,12:00,2h 10m,14:10,"2,791",DEL,BOM,13/02/2022,
20/02/2022,SpiceJet ,06:20,2h 20m,08:40,"2,621",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,14:20,2h 10m,16:30,"3,045",DEL,BOM,13/02/2022,
20/02/2022,Go First ,14:20,2h 15m,16:35,"2,790",DEL,BOM,13/02/2022,
20/02/2022,Go First ,15:00,2h 15m,17:15,"2,790",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,10:45,2h 20m,13:05,"2,791",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,07:30,2h 15m,09:45,"3,246",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,08:50,2h 20m,11:10,"3,246",DEL,BOM,13/02/2022,
20/02/2022,IndiGo ,14:20,2h 15m,16:35,"3,570",DEL,BOM,13/02/2022,
20/02/2022,Vistara ,20:55,2h 05m,23:00,"2,496",BOM,DEL,13/02/2022,
20/02/2022,Go First ,16:30,2h 05m,18:35,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,22:45,2h 10m,00:55,"2,496",BOM,DEL,13/02/2022,
20/02/2022,Air India ,21:30,2h 15m,23:45,"2,464",BOM,DEL,13/02/2022,
20/02/2022,Go First ,18:00,2h 10m,20:10,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Go First ,20:15,2h 10m,22:25,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Go First ,22:40,2h 10m,00:50,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Air India ,19:00,2h 15m,21:15,"2,464",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,21:55,2h 15m,00:10,"2,496",BOM,DEL,13/02/2022,
20/02/2022,Go First ,21:15,2h 15m,23:30,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Go First ,23:45,2h 15m,02:00,"2,339",BOM,DEL,13/02/2022,
20/02/2022,Air India ,18:00,2h 25m,20:25,"2,464",BOM,DEL,13/02/2022,
20/02/2022,IndiGo ,17:15,2h 05m,19:20,"2,738",BOM,DEL,13/02/2022,
20/02/2022,Air India ,16:00,2h 15m,18:15,"2,779",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,15:45,2h 20m,18:05,"2,744",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,18:30,2h 10m,20:40,"3,050",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,17:35,2h 10m,19:45,"3,166",BOM,DEL,13/02/2022,
20/02/2022,Vistara ,19:45,2h 10m,21:55,"3,166",BOM,DEL,13/02/2022,
21/02/2022,IndiGo ,07:45,2h 05m,09:50,"2,235",BOM,DEL,13/02/2022,
21/02/2022,IndiGo ,09:20,2h 10m,11:30,"2,235",BOM,DEL,13/02/2022,
21/02/2022,Go First ,12:30,2h 05m,14:35,"2,322",BOM,DEL,13/02/2022,
21/02/2022,Go First ,14:30,2h 05m,16:35,"2,322",BOM,DEL,13/02/2022,
21/02/2022,Air India ,07:00,2h 10m,09:10,"2,464",BOM,DEL,13/02/2022,
21/02/2022,Go First ,06:00,2h 10m,08:10,"2,322",BOM,DEL,13/02/2022,
21/02/2022,Go First ,08:00,2h 10m,10:10,"2,322",BOM,DEL,13/02/2022,
21/02/2022,IndiGo ,10:05,2h 10m,12:15,"2,339",BOM,DEL,13/02/2022,
21/02/2022,AirAsia India ,07:20,2h 10m,09:30,"2,339",BOM,DEL,13/02/2022,
21/02/2022,Air India ,08:00,2h 15m,10:15,"2,464",BOM,DEL,13/02/2022,
21/02/2022,Air India ,10:00,2h 15m,12:15,"2,464",BOM,DEL,13/02/2022,
21/02/2022,Go First ,09:55,2h 15m,12:10,"2,322",BOM,DEL,13/02/2022,
21/02/2022,Go First ,12:15,2h 15m,14:30,"2,322",BOM,DEL,13/02/2022,
21/02/2022,Go First ,13:30,2h 15m,15:45,"2,322",BOM,DEL,13/02/2022,
21/02/2022,Vistara ,06:00,2h 05m,08:05,"2,717",BOM,DEL,13/02/2022,
21/02/2022,Vistara ,06:30,2h 05m,08:35,"2,717",BOM,DEL,13/02/2022,
